ID,Year of Study,Acquired Skills
18248,3.0,"Statistics, Compilation, Web Development"
18818,3.0,Design
18995,5.0,"Static Structures, C++, Software Engineering, Design"
13199,5.0,Algorithmic
18432,3.0,"Security, Robotics"
12405,4.0,"Robotics, Static Structures, Dynamic Structures"
14140,1.0,"Robotics, Dynamic Structures, Algorithmic, Probability"
16410,5.0,Statistics
13111,1.0,"Security, C++, Web Development, Static Structures"
15096,5.0,
15942,4.0,"Python, C++, Algorithmic, Static Structures"
12215,4.0,"Probability, Static Structures, C++"
12662,5.0,"Algorithmic, Robotics, Dynamic Structures, C++, Compilation"
11173,2.0,"Web Development, Statistics"
19083,1.0,"Statistics, Probability"
11714,3.0,"Web Development, Mathematics, Probability"
11153,4.0,"Dynamic Structures, Algorithmic, Java, Mathematics, Probability"
19460,2.0,Algorithmic
12306,5.0,Python
13690,3.0,"Statistics, Mathematics, Web Development, Compilation, Dynamic Structures"
18848,2.0,"Java, Statistics, Algorithmic"
15339,4.0,"Design, Compilation, Algorithmic"
19751,5.0,"Web Development, Dynamic Structures, Probability, Compilation"
15219,3.0,"Security, Algorithmic, Software Engineering"
19287,1.0,"Algorithmic, Java, Software Engineering, Static Structures, Mathematics"
19877,4.0,"Algorithmic, Mathematics, Statistics, Compilation"
14318,3.0,"Static Structures, Web Development, Robotics, Probability, Mathematics"
19032,4.0,"Web Development, Static Structures"
10950,1.0,"Python, Algorithmic, Software Engineering, Probability"
12710,2.0,"Software Engineering, Web Development, Statistics"
18453,1.0,"Algorithmic, Java"
12353,1.0,"Software Engineering, Probability, Robotics"
19229,4.0,"Security, Compilation, Algorithmic, Java"
19876,4.0,"Web Development, Statistics, Robotics, Mathematics, Software Engineering"
18002,1.0,"Software Engineering, Dynamic Structures, Web Development, Security"
18305,1.0,"Web Development, Java"
13101,4.0,Java
17771,1.0,C++
11621,2.0,
11604,2.0,"Design, Algorithmic, Probability, Robotics, Java"
13907,4.0,"Python, Static Structures, Algorithmic"
18661,3.0,"Statistics, Design, Compilation"
10340,5.0,C++
13038,2.0,"Dynamic Structures, Web Development"
18517,3.0,"Security, Mathematics, Probability"
15533,1.0,"Mathematics, Compilation, Python, Statistics"
15375,5.0,Web Development
18375,5.0,"Compilation, Software Engineering, Web Development, Robotics"
19887,5.0,"C++, Software Engineering, Dynamic Structures, Security, Probability"
10386,5.0,"Robotics, Algorithmic"
15379,3.0,"Mathematics, Static Structures"
11658,4.0,Web Development
13309,4.0,"Java, Dynamic Structures"
12809,4.0,"Dynamic Structures, C++, Static Structures"
15993,4.0,"Java, Statistics, Robotics"
13450,2.0,Python
13192,3.0,C++
19259,2.0,"Software Engineering, C++, Compilation, Dynamic Structures, Probability"
18546,4.0,"Web Development, Statistics, Static Structures, Algorithmic, Robotics"
10614,5.0,"Static Structures, Mathematics, Software Engineering"
11995,2.0,
11875,2.0,"Dynamic Structures, C++, Statistics"
14845,3.0,"Java, Statistics, Probability, Compilation"
15199,2.0,"Probability, Software Engineering, Compilation, Design"
13577,5.0,"Statistics, Java"
15088,2.0,"Static Structures, Dynamic Structures, Statistics, Web Development, Probability"
15303,3.0,Design
12296,2.0,"Robotics, Design, Probability, Software Engineering"
10843,2.0,"Python, Web Development, Robotics, Static Structures, Mathematics"
17518,4.0,"C++, Mathematics"
19593,5.0,"Dynamic Structures, Java, Software Engineering, Design"
16551,2.0,"Java, Algorithmic, Design, Software Engineering"
15921,4.0,Python
10589,3.0,"Dynamic Structures, Static Structures, Design, Probability, Software Engineering"
14104,1.0,"Python, Dynamic Structures, Probability, Design, Static Structures"
13317,5.0,"Security, Python"
11484,2.0,Algorithmic
14551,1.0,"Algorithmic, Compilation, Java, Mathematics"
13517,2.0,"Dynamic Structures, Design"
14244,3.0,"Dynamic Structures, Java, Design"
10040,5.0,"Probability, Java, Web Development, Design"
10142,1.0,"C++, Design"
14300,3.0,"Web Development, Compilation"
11460,1.0,"Mathematics, Probability, Web Development, Software Engineering"
17272,2.0,
14387,5.0,
15456,2.0,"Web Development, Dynamic Structures, Mathematics"
10302,3.0,"Robotics, Java, Static Structures, Compilation, Algorithmic"
11027,3.0,"Web Development, Python, Mathematics, Design, Probability"
16251,5.0,"Compilation, Dynamic Structures, Algorithmic, Probability, Web Development"
17539,3.0,"Algorithmic, Web Development"
13469,4.0,"Security, Python"
18268,1.0,"Dynamic Structures, Java, Algorithmic, C++, Design"
19019,4.0,"Robotics, Java, Probability"
17625,2.0,
17443,5.0,"Java, Probability, Dynamic Structures"
16620,1.0,"Security, Python, Design, Java, Dynamic Structures"
14058,1.0,"Mathematics, Robotics, Software Engineering, Algorithmic, Security"
10928,4.0,"Web Development, Design, Robotics, Python"
16718,2.0,"Static Structures, Algorithmic, Java, Statistics"
11827,1.0,Dynamic Structures
14220,4.0,"Python, Dynamic Structures, Mathematics, Statistics, Java"
13498,5.0,"Python, Robotics, Java, Statistics"
19573,2.0,"Security, Python, C++"
19798,1.0,"Software Engineering, Compilation, Mathematics, C++"
13325,2.0,Web Development
14506,5.0,"Python, Robotics, Design, Statistics"
11764,3.0,Probability
17057,,"Robotics, Dynamic Structures, C++, Java, Algorithmic"
11902,5.0,"Algorithmic, Static Structures, Security, Python"
19147,1.0,Robotics
16381,4.0,"Design, Probability, Java"
10268,4.0,"Static Structures, Probability, Software Engineering, Security"
10248,1.0,"Algorithmic, Mathematics, Design"
19683,1.0,"Probability, Design, Software Engineering, Security"
15755,1.0,"C++, Mathematics, Web Development, Statistics, Static Structures"
11073,4.0,"Dynamic Structures, Probability"
15464,5.0,"Security, C++, Statistics"
17500,,
16734,5.0,"Algorithmic, Web Development, Static Structures, Java, Statistics"
13224,3.0,"Web Development, Probability"
12294,4.0,Algorithmic
10321,5.0,Algorithmic
15580,2.0,"Python, Compilation"
19044,1.0,C++
18300,5.0,"Probability, Design"
16535,,"Static Structures, Mathematics, Compilation, Design"
10546,4.0,"Mathematics, Statistics, Compilation"
18196,3.0,"Web Development, Dynamic Structures, Mathematics, Software Engineering, Static Structures"
16666,1.0,Dynamic Structures
16029,1.0,"Algorithmic, Compilation, Software Engineering, Robotics"
17547,4.0,"Java, C++"
11559,3.0,Static Structures
17888,4.0,"Software Engineering, Algorithmic, Java, Python"
11305,2.0,"Probability, Algorithmic, Web Development, C++"
13080,5.0,"Compilation, Probability, Statistics, Web Development, Java"
16206,3.0,"Design, Compilation"
17264,2.0,C++
18863,,Algorithmic
11844,5.0,"Java, Design"
16763,5.0,"Static Structures, Statistics, Robotics"
11180,3.0,"Compilation, Probability, Design"
16237,3.0,Software Engineering
12148,5.0,"Static Structures, Python, Software Engineering, Security"
13374,3.0,"Compilation, Python, Java, Dynamic Structures"
14299,1.0,"Robotics, Algorithmic"
12123,3.0,"C++, Design, Web Development"
13664,5.0,"Mathematics, Java, C++"
10158,1.0,"Static Structures, Mathematics, Algorithmic, Software Engineering, Robotics"
14923,1.0,"Design, Compilation, Java, Security"
15736,4.0,Dynamic Structures
10563,4.0,"Static Structures, Web Development, Mathematics, Software Engineering"
16155,2.0,"Dynamic Structures, Java, Robotics, Security"
17572,3.0,"Software Engineering, Design, Mathematics"
17199,4.0,"Software Engineering, Mathematics, Design"
19095,3.0,Probability
18678,4.0,"Robotics, Mathematics, Security, Dynamic Structures, Java"
12336,1.0,"Java, Probability, Python, Robotics, Mathematics"
11567,4.0,"Probability, Web Development, Robotics, Compilation, Security"
13222,3.0,"Robotics, C++, Web Development, Compilation, Dynamic Structures"
18484,2.0,"C++, Mathematics, Python"
15947,,Compilation
13371,2.0,"Compilation, Mathematics, Statistics, Static Structures"
10048,5.0,"Mathematics, Static Structures"
14200,4.0,"Static Structures, Probability, Web Development, Mathematics"
12472,5.0,"Algorithmic, Web Development, Design, Probability"
17611,3.0,Statistics
10494,1.0,"Algorithmic, Static Structures, Robotics, Software Engineering, Dynamic Structures"
17517,5.0,Software Engineering
13237,1.0,"Web Development, Compilation, C++, Dynamic Structures"
15271,,C++
16508,5.0,"C++, Java, Dynamic Structures"
17893,2.0,"Python, Java, Algorithmic"
14588,4.0,"Algorithmic, Java, Compilation, C++, Mathematics"
11954,5.0,"Robotics, C++, Mathematics, Design, Dynamic Structures"
15332,2.0,"Mathematics, Java, Compilation, Software Engineering, Dynamic Structures"
16822,2.0,
12252,3.0,Design
10009,2.0,"Dynamic Structures, Statistics, Design, Mathematics, Software Engineering"
11701,2.0,Web Development
16009,,C++
12565,2.0,Python
14778,5.0,"Web Development, Robotics, Security, Software Engineering"
15937,1.0,Design
15641,3.0,Design
19641,3.0,Security
19895,5.0,"Dynamic Structures, Web Development, Static Structures, Design"
19201,1.0,"C++, Probability, Dynamic Structures"
12432,3.0,"Java, Design, Security, Python, Dynamic Structures"
10848,4.0,"Robotics, Statistics, Software Engineering, Compilation"
18487,5.0,Probability
19185,2.0,"Dynamic Structures, Compilation, Security"
15039,5.0,
17051,3.0,Design
18335,1.0,"Java, Security, C++, Mathematics, Algorithmic"
13660,5.0,"Software Engineering, Mathematics, Static Structures, Web Development"
10416,3.0,"Python, Security, Mathematics, Dynamic Structures"
10483,1.0,"Robotics, Software Engineering, Dynamic Structures, Mathematics"
19590,2.0,"Algorithmic, Software Engineering, Probability, Python"
13922,2.0,"Algorithmic, Java, Software Engineering, Robotics"
17172,2.0,Software Engineering
16259,5.0,"Statistics, Robotics, Mathematics, Compilation, Software Engineering"
17375,3.0,"Software Engineering, Robotics, Static Structures, Design, Algorithmic"
19956,5.0,"Dynamic Structures, Mathematics"
12633,3.0,"Mathematics, Java, Web Development, Robotics, Dynamic Structures"
10535,5.0,"Compilation, Robotics, Probability, Statistics, Web Development"
15852,3.0,"Mathematics, Software Engineering, Static Structures, Statistics, Probability"
12454,5.0,"Statistics, Python, Dynamic Structures, Mathematics, Security"
16035,5.0,"Java, Security"
10348,3.0,"C++, Probability"
17997,5.0,"Python, Compilation, Dynamic Structures, Robotics"
18761,5.0,"Algorithmic, Static Structures, Compilation, Design"
18105,4.0,"Python, Robotics"
15706,4.0,"Dynamic Structures, Web Development, Security, Statistics"
10278,2.0,Static Structures
16838,1.0,"Web Development, Design"
10010,5.0,"Static Structures, Python"
17470,3.0,"Design, Java, Software Engineering, Robotics"
11205,2.0,"Statistics, Compilation, Probability, Python, Design"
13843,3.0,"Python, Robotics, Java, Web Development"
13952,2.0,"Mathematics, Compilation, Python, Static Structures"
14686,1.0,"C++, Mathematics, Algorithmic, Probability"
19911,1.0,"C++, Mathematics, Web Development, Python, Dynamic Structures"
17758,4.0,"Compilation, Design, Web Development, Mathematics, Static Structures"
13841,3.0,"Statistics, Static Structures, Security"
16580,5.0,"Robotics, Probability, Software Engineering"
14888,3.0,"Python, Compilation, Java, Mathematics, Algorithmic"
17760,1.0,
15584,2.0,"Java, Robotics"
19161,3.0,"Statistics, Static Structures, Security"
11841,4.0,Statistics
10526,3.0,"Robotics, Statistics, Python, Security"
12424,2.0,"Robotics, Design, Java, Algorithmic"
13827,1.0,"Probability, Dynamic Structures, Robotics, Mathematics"
16104,1.0,"Design, Algorithmic, Probability"
12345,4.0,"Algorithmic, Robotics, Java"
14577,3.0,"Software Engineering, Probability, Mathematics"
19719,1.0,"Dynamic Structures, Java"
16439,4.0,Algorithmic
15811,2.0,"Java, Software Engineering, Algorithmic, Web Development, Robotics"
16719,4.0,Python
15373,5.0,"Java, Compilation, Robotics"
12725,5.0,"Security, Robotics"
15930,4.0,"Web Development, Statistics, Software Engineering, Security, Java"
18078,4.0,"Mathematics, Probability"
10172,2.0,"Probability, Robotics, Software Engineering"
12767,5.0,"Robotics, Probability, Design, Algorithmic, Security"
16712,4.0,"Algorithmic, Dynamic Structures, Security"
11174,2.0,"Security, Compilation, Software Engineering, Probability, Design"
19094,1.0,"Static Structures, Web Development, Dynamic Structures, Mathematics, Java"
15345,5.0,"Design, Algorithmic"
14576,4.0,"Software Engineering, Static Structures, Design"
18526,5.0,"Security, Dynamic Structures"
16870,5.0,"Security, Robotics"
17890,3.0,"Software Engineering, Java, Python"
12818,4.0,"C++, Statistics, Probability, Dynamic Structures"
16689,5.0,"Web Development, Robotics, Java, Algorithmic"
19304,3.0,"Static Structures, Security, Compilation, Statistics, Web Development"
11413,3.0,"Security, Robotics, Python, Compilation, C++"
10841,3.0,"Statistics, Static Structures"
13239,,"C++, Security, Statistics"
10692,5.0,"Compilation, Design, Software Engineering, Web Development, Dynamic Structures"
16683,5.0,"Statistics, C++, Web Development"
19280,4.0,"Statistics, Design, Java"
13123,4.0,"Dynamic Structures, Algorithmic, Robotics, Security, Web Development"
17899,4.0,Web Development
17070,3.0,
17426,4.0,"Robotics, Python, Mathematics, Java"
14545,3.0,"Mathematics, Design, C++, Compilation"
17412,5.0,Robotics
13300,2.0,
17251,4.0,"Static Structures, Security"
14276,5.0,
17281,1.0,"Mathematics, Software Engineering"
10517,4.0,"Dynamic Structures, Robotics"
17022,2.0,"Web Development, Design, Software Engineering, Python, Java"
15342,5.0,"Statistics, Mathematics, C++, Algorithmic"
14431,5.0,Compilation
19113,1.0,
15009,2.0,"Compilation, Dynamic Structures, Software Engineering"
14338,5.0,"Software Engineering, Mathematics, Design"
15929,1.0,"Mathematics, Security, Python, Compilation, Web Development"
19529,4.0,"Python, Software Engineering, Web Development, Compilation, Java"
12739,5.0,"Java, C++, Software Engineering"
19841,4.0,"Software Engineering, Statistics, Robotics"
16024,4.0,
14030,3.0,"Web Development, Java"
13075,,"Compilation, Software Engineering"
15240,4.0,
10845,5.0,"Compilation, Java, Security, Design"
11100,4.0,"Statistics, Design, Web Development, Java, Algorithmic"
15828,5.0,"Algorithmic, Dynamic Structures, Robotics"
12618,3.0,"Security, Compilation, Java, C++, Python"
18319,1.0,"Compilation, Java"
14292,3.0,"Compilation, Design, Software Engineering"
10439,5.0,"Static Structures, Security, Mathematics, Dynamic Structures, Statistics"
12720,,"Security, C++, Python, Static Structures, Software Engineering"
12131,2.0,"Static Structures, Statistics, Java, Probability, Dynamic Structures"
18240,1.0,"Static Structures, Design, C++, Compilation"
12928,4.0,"Statistics, Web Development"
13876,1.0,"Design, Software Engineering, Python, C++"
19329,4.0,"Java, Algorithmic"
11075,1.0,"Software Engineering, Statistics, Design"
15312,3.0,"Python, Robotics"
13326,2.0,Algorithmic
12550,1.0,"Java, Mathematics, Robotics"
17917,,"Python, Design"
11628,3.0,"Python, C++, Web Development"
13074,3.0,
19413,,Web Development
19168,2.0,"Robotics, Static Structures"
12342,5.0,"Software Engineering, Dynamic Structures, Statistics, Python, Security"
13951,1.0,Statistics
18158,4.0,"Python, Statistics"
14353,2.0,Statistics
18709,2.0,Web Development
14541,,"Mathematics, Static Structures, Compilation"
17223,3.0,Design
12214,3.0,"Compilation, Mathematics"
11282,1.0,Python
12105,3.0,"Robotics, Mathematics, Security"
12378,1.0,Design
14798,1.0,"Probability, Statistics, Dynamic Structures"
17116,2.0,"C++, Java, Compilation"
16567,3.0,"Static Structures, Statistics, Algorithmic, Web Development"
18174,3.0,"Algorithmic, Statistics, Java, Software Engineering, Web Development"
11392,,"Dynamic Structures, Algorithmic"
12002,,"Web Development, Statistics, Mathematics, Python, Design"
11933,2.0,"Compilation, Java, Dynamic Structures, Software Engineering, C++"
18626,3.0,"Static Structures, Security"
19034,1.0,"Java, Mathematics, Probability, Compilation"
17235,4.0,"Python, Mathematics, Probability"
11992,1.0,"Java, Compilation"
16161,1.0,"C++, Algorithmic, Statistics"
19720,4.0,"Probability, Security"
11007,3.0,"Python, Security, Compilation, Software Engineering, C++"
15683,1.0,"C++, Mathematics, Compilation, Statistics, Dynamic Structures"
